Sensor 1,Sensor 2,Sensor 3,Sensor 4
2023-04-18T15:19:26Z,26.99000,49.41000,1.80378
2023-04-18T15:19:26Z,26.99000,49.41000,1.80378
2023-04-18T15:19:26Z,26.99000,49.41000,1.80378
2023-04-18T15:19:26Z,26.99000,49.41000,1.80378
2023-04-18T15:19:26Z,26.99000,49.41000,1.80378
2023-04-18T15:19:26Z,26.99000,49.41000,1.80378
2023-04-18T15:19:26Z,26.99000,49.41000,1.80378
